County,Percent Smokers,State Ab,State,CountyState
Roberts County,27.5, South Dakota, South Dakota,Roberts County  South Dakota
Sanborn County,21.7, South Dakota, South Dakota,Sanborn County  South Dakota
Shannon County,37.3, South Dakota, South Dakota,Shannon County  South Dakota
Spink County,21.3, South Dakota, South Dakota,Spink County  South Dakota
Stanley County,22.8, South Dakota, South Dakota,Stanley County  South Dakota
Sully County,18.9, South Dakota, South Dakota,Sully County  South Dakota
Todd County,35.9, South Dakota, South Dakota,Todd County  South Dakota
Tripp County,24.9, South Dakota, South Dakota,Tripp County  South Dakota
Turner County,20.7, South Dakota, South Dakota,Turner County  South Dakota
Union County,18.8, South Dakota, South Dakota,Union County  South Dakota
Walworth County,24.3, South Dakota, South Dakota,Walworth County  South Dakota
Yankton County,21.8, South Dakota, South Dakota,Yankton County  South Dakota
Ziebach County,33.2, South Dakota, South Dakota,Ziebach County  South Dakota
Anderson County,26.0, Tennessee, Tennessee,Anderson County  Tennessee
Bedford County,27.2, Tennessee, Tennessee,Bedford County  Tennessee
Benton County,29.1, Tennessee, Tennessee,Benton County  Tennessee
Bledsoe County,30.1, Tennessee, Tennessee,Bledsoe County  Tennessee
Blount County,24.8, Tennessee, Tennessee,Blount County  Tennessee
Bradley County,25.6, Tennessee, Tennessee,Bradley County  Tennessee
Campbell County,33.5, Tennessee, Tennessee,Campbell County  Tennessee
Cannon County,27.7, Tennessee, Tennessee,Cannon County  Tennessee
Carroll County,26.2, Tennessee, Tennessee,Carroll County  Tennessee
Carter County,29.5, Tennessee, Tennessee,Carter County  Tennessee
Cheatham County,25.4, Tennessee, Tennessee,Cheatham County  Tennessee
Chester County,24.9, Tennessee, Tennessee,Chester County  Tennessee
Claiborne County,29.2, Tennessee, Tennessee,Claiborne County  Tennessee
Clay County,26.2, Tennessee, Tennessee,Clay County  Tennessee
Cocke County,31.3, Tennessee, Tennessee,Cocke County  Tennessee
Coffee County,26.7, Tennessee, Tennessee,Coffee County  Tennessee
Crockett County,27.2, Tennessee, Tennessee,Crockett County  Tennessee
Cumberland County,27.2, Tennessee, Tennessee,Cumberland County  Tennessee
Davidson County,20.8, Tennessee, Tennessee,Davidson County  Tennessee
DeKalb County,26.5, Tennessee, Tennessee,DeKalb County  Tennessee
Decatur County,26.3, Tennessee, Tennessee,Decatur County  Tennessee
Dickson County,28.4, Tennessee, Tennessee,Dickson County  Tennessee
Dyer County,27.7, Tennessee, Tennessee,Dyer County  Tennessee
Fayette County,21.3, Tennessee, Tennessee,Fayette County  Tennessee
Fentress County,28.7, Tennessee, Tennessee,Fentress County  Tennessee
Franklin County,27.0, Tennessee, Tennessee,Franklin County  Tennessee
Gibson County,27.0, Tennessee, Tennessee,Gibson County  Tennessee
Giles County,27.3, Tennessee, Tennessee,Giles County  Tennessee
Grainger County,28.6, Tennessee, Tennessee,Grainger County  Tennessee
Greene County,27.1, Tennessee, Tennessee,Greene County  Tennessee
Grundy County,29.5, Tennessee, Tennessee,Grundy County  Tennessee
Hamblen County,27.2, Tennessee, Tennessee,Hamblen County  Tennessee
Hamilton County,22.2, Tennessee, Tennessee,Hamilton County  Tennessee
Hancock County,30.3, Tennessee, Tennessee,Hancock County  Tennessee
Hardeman County,26.8, Tennessee, Tennessee,Hardeman County  Tennessee
Hardin County,27.3, Tennessee, Tennessee,Hardin County  Tennessee
Hawkins County,27.8, Tennessee, Tennessee,Hawkins County  Tennessee
Haywood County,25.8, Tennessee, Tennessee,Haywood County  Tennessee
Henderson County,26.6, Tennessee, Tennessee,Henderson County  Tennessee
Henry County,28.4, Tennessee, Tennessee,Henry County  Tennessee
Hickman County,30.3, Tennessee, Tennessee,Hickman County  Tennessee
Houston County,30.1, Tennessee, Tennessee,Houston County  Tennessee
Humphreys County,29.3, Tennessee, Tennessee,Humphreys County  Tennessee
Jackson County,29.4, Tennessee, Tennessee,Jackson County  Tennessee
Jefferson County,28.3, Tennessee, Tennessee,Jefferson County  Tennessee
Johnson County,29.9, Tennessee, Tennessee,Johnson County  Tennessee
Knox County,20.1, Tennessee, Tennessee,Knox County  Tennessee
Lake County,33.0, Tennessee, Tennessee,Lake County  Tennessee
Lauderdale County,31.2, Tennessee, Tennessee,Lauderdale County  Tennessee
Lawrence County,28.2, Tennessee, Tennessee,Lawrence County  Tennessee
Lewis County,30.3, Tennessee, Tennessee,Lewis County  Tennessee
Lincoln County,28.0, Tennessee, Tennessee,Lincoln County  Tennessee
Loudon County,24.1, Tennessee, Tennessee,Loudon County  Tennessee
Macon County,30.4, Tennessee, Tennessee,Macon County  Tennessee
Madison County,22.9, Tennessee, Tennessee,Madison County  Tennessee
Marion County,27.4, Tennessee, Tennessee,Marion County  Tennessee
Marshall County,26.8, Tennessee, Tennessee,Marshall County  Tennessee
Maury County,26.6, Tennessee, Tennessee,Maury County  Tennessee
McMinn County,27.4, Tennessee, Tennessee,McMinn County  Tennessee
McNairy County,26.8, Tennessee, Tennessee,McNairy County  Tennessee
Meigs County,29.1, Tennessee, Tennessee,Meigs County  Tennessee
Monroe County,29.7, Tennessee, Tennessee,Monroe County  Tennessee
Montgomery County,24.8, Tennessee, Tennessee,Montgomery County  Tennessee
Moore County,26.5, Tennessee, Tennessee,Moore County  Tennessee
Morgan County,30.7, Tennessee, Tennessee,Morgan County  Tennessee
Obion County,27.5, Tennessee, Tennessee,Obion County  Tennessee
Overton County,26.1, Tennessee, Tennessee,Overton County  Tennessee
Perry County,30.5, Tennessee, Tennessee,Perry County  Tennessee
Pickett County,26.4, Tennessee, Tennessee,Pickett County  Tennessee
Polk County,29.4, Tennessee, Tennessee,Polk County  Tennessee
Putnam County,24.1, Tennessee, Tennessee,Putnam County  Tennessee
Rhea County,27.8, Tennessee, Tennessee,Rhea County  Tennessee
Roane County,25.7, Tennessee, Tennessee,Roane County  Tennessee
Robertson County,26.8, Tennessee, Tennessee,Robertson County  Tennessee
Rutherford County,21.1, Tennessee, Tennessee,Rutherford County  Tennessee
Scott County,31.7, Tennessee, Tennessee,Scott County  Tennessee
Sequatchie County,28.4, Tennessee, Tennessee,Sequatchie County  Tennessee
Sevier County,27.7, Tennessee, Tennessee,Sevier County  Tennessee
Shelby County,21.2, Tennessee, Tennessee,Shelby County  Tennessee
Smith County,27.4, Tennessee, Tennessee,Smith County  Tennessee
Stewart County,27.8, Tennessee, Tennessee,Stewart County  Tennessee
Sullivan County,26.5, Tennessee, Tennessee,Sullivan County  Tennessee
Sumner County,24.4, Tennessee, Tennessee,Sumner County  Tennessee
Tipton County,25.6, Tennessee, Tennessee,Tipton County  Tennessee
Trousdale County,28.0, Tennessee, Tennessee,Trousdale County  Tennessee
Unicoi County,30.1, Tennessee, Tennessee,Unicoi County  Tennessee
Union County,30.6, Tennessee, Tennessee,Union County  Tennessee
Van Buren County,30.0, Tennessee, Tennessee,Van Buren County  Tennessee
Warren County,27.2, Tennessee, Tennessee,Warren County  Tennessee
Washington County,23.6, Tennessee, Tennessee,Washington County  Tennessee
Wayne County,29.3, Tennessee, Tennessee,Wayne County  Tennessee
Weakley County,25.3, Tennessee, Tennessee,Weakley County  Tennessee
White County,28.9, Tennessee, Tennessee,White County  Tennessee
Williamson County,14.2, Tennessee, Tennessee,Williamson County  Tennessee
Wilson County,22.6, Tennessee, Tennessee,Wilson County  Tennessee
Anderson County,29.0, Texas, Texas,Anderson County  Texas
Andrews County,23.1, Texas, Texas,Andrews County  Texas
Angelina County,25.5, Texas, Texas,Angelina County  Texas
Aransas County,23.2, Texas, Texas,Aransas County  Texas
Archer County,22.4, Texas, Texas,Archer County  Texas
Armstrong County,19.6, Texas, Texas,Armstrong County  Texas
Atascosa County,20.8, Texas, Texas,Atascosa County  Texas
Austin County,20.0, Texas, Texas,Austin County  Texas
Bailey County,22.2, Texas, Texas,Bailey County  Texas
Bandera County,21.5, Texas, Texas,Bandera County  Texas
Bastrop County,20.6, Texas, Texas,Bastrop County  Texas
Baylor County,22.3, Texas, Texas,Baylor County  Texas
Bee County,23.6, Texas, Texas,Bee County  Texas
Bell County,21.4, Texas, Texas,Bell County  Texas
Bexar County,19.7, Texas, Texas,Bexar County  Texas
Blanco County,20.0, Texas, Texas,Blanco County  Texas
Borden County,17.3, Texas, Texas,Borden County  Texas
Bosque County,23.7, Texas, Texas,Bosque County  Texas
Bowie County,25.3, Texas, Texas,Bowie County  Texas
Brazoria County,20.4, Texas, Texas,Brazoria County  Texas
Brazos County,17.3, Texas, Texas,Brazos County  Texas
Brewster County,15.7, Texas, Texas,Brewster County  Texas
Briscoe County,21.8, Texas, Texas,Briscoe County  Texas
Brooks County,18.2, Texas, Texas,Brooks County  Texas
Brown County,24.9, Texas, Texas,Brown County  Texas
Burleson County,24.3, Texas, Texas,Burleson County  Texas
Burnet County,22.9, Texas, Texas,Burnet County  Texas
Caldwell County,22.1, Texas, Texas,Caldwell County  Texas
Calhoun County,21.3, Texas, Texas,Calhoun County  Texas
Callahan County,24.5, Texas, Texas,Callahan County  Texas
Cameron County,15.7, Texas, Texas,Cameron County  Texas
Camp County,25.0, Texas, Texas,Camp County  Texas
Carson County,21.1, Texas, Texas,Carson County  Texas
Cass County,26.8, Texas, Texas,Cass County  Texas
Castro County,21.1, Texas, Texas,Castro County  Texas
Chambers County,23.1, Texas, Texas,Chambers County  Texas
Cherokee County,26.4, Texas, Texas,Cherokee County  Texas
Childress County,23.3, Texas, Texas,Childress County  Texas
Clay County,23.0, Texas, Texas,Clay County  Texas
Cochran County,21.0, Texas, Texas,Cochran County  Texas
Coke County,22.9, Texas, Texas,Coke County  Texas
Coleman County,25.3, Texas, Texas,Coleman County  Texas
Collin County,14.2, Texas, Texas,Collin County  Texas
Collingsworth County,20.2, Texas, Texas,Collingsworth County  Texas
Colorado County,21.4, Texas, Texas,Colorado County  Texas
Comal County,19.5, Texas, Texas,Comal County  Texas
Comanche County,22.6, Texas, Texas,Comanche County  Texas
Concho County,23.7, Texas, Texas,Concho County  Texas
Cooke County,23.8, Texas, Texas,Cooke County  Texas
Coryell County,23.5, Texas, Texas,Coryell County  Texas
Cottle County,19.2, Texas, Texas,Cottle County  Texas
Crane County,21.7, Texas, Texas,Crane County  Texas
Crockett County,22.9, Texas, Texas,Crockett County  Texas
Crosby County,20.8, Texas, Texas,Crosby County  Texas
Culberson County,18.4, Texas, Texas,Culberson County  Texas
Dallam County,25.5, Texas, Texas,Dallam County  Texas
Dallas County,21.3, Texas, Texas,Dallas County  Texas
Dawson County,24.5, Texas, Texas,Dawson County  Texas
DeWitt County,23.9, Texas, Texas,DeWitt County  Texas
Deaf Smith County,21.3, Texas, Texas,Deaf Smith County  Texas
Delta County,24.8, Texas, Texas,Delta County  Texas
Denton County,15.8, Texas, Texas,Denton County  Texas
Dickens County,23.7, Texas, Texas,Dickens County  Texas
Dimmit County,19.3, Texas, Texas,Dimmit County  Texas
Donley County,22.3, Texas, Texas,Donley County  Texas
Duval County,19.3, Texas, Texas,Duval County  Texas
Eastland County,25.3, Texas, Texas,Eastland County  Texas
Ector County,25.4, Texas, Texas,Ector County  Texas
Edwards County,18.8, Texas, Texas,Edwards County  Texas
El Paso County,18.1, Texas, Texas,El Paso County  Texas
Ellis County,21.7, Texas, Texas,Ellis County  Texas
Erath County,21.7, Texas, Texas,Erath County  Texas
Falls County,25.8, Texas, Texas,Falls County  Texas
Fannin County,27.0, Texas, Texas,Fannin County  Texas
Fayette County,20.2, Texas, Texas,Fayette County  Texas
Fisher County,21.4, Texas, Texas,Fisher County  Texas
Floyd County,20.0, Texas, Texas,Floyd County  Texas
Foard County,22.5, Texas, Texas,Foard County  Texas
Fort Bend County,14.8, Texas, Texas,Fort Bend County  Texas
Franklin County,21.5, Texas, Texas,Franklin County  Texas
Freestone County,27.1, Texas, Texas,Freestone County  Texas
Frio County,21.4, Texas, Texas,Frio County  Texas
Gaines County,23.6, Texas, Texas,Gaines County  Texas
Galveston County,21.2, Texas, Texas,Galveston County  Texas
Garza County,25.2, Texas, Texas,Garza County  Texas
Gillespie County,19.9, Texas, Texas,Gillespie County  Texas
Glasscock County,18.4, Texas, Texas,Glasscock County  Texas
Goliad County,20.5, Texas, Texas,Goliad County  Texas
Gonzales County,20.9, Texas, Texas,Gonzales County  Texas
Gray County,25.7, Texas, Texas,Gray County  Texas
Grayson County,24.7, Texas, Texas,Grayson County  Texas
Gregg County,24.4, Texas, Texas,Gregg County  Texas
Grimes County,26.2, Texas, Texas,Grimes County  Texas
Guadalupe County,20.1, Texas, Texas,Guadalupe County  Texas
Hale County,23.3, Texas, Texas,Hale County  Texas
Hall County,22.0, Texas, Texas,Hall County  Texas
Hamilton County,24.0, Texas, Texas,Hamilton County  Texas
Hansford County,20.4, Texas, Texas,Hansford County  Texas
Hardeman County,23.6, Texas, Texas,Hardeman County  Texas
Hardin County,26.6, Texas, Texas,Hardin County  Texas
Harris County,19.7, Texas, Texas,Harris County  Texas
Harrison County,24.7, Texas, Texas,Harrison County  Texas
Hartley County,22.0, Texas, Texas,Hartley County  Texas
Haskell County,22.7, Texas, Texas,Haskell County  Texas
Hays County,16.8, Texas, Texas,Hays County  Texas
Hemphill County,23.2, Texas, Texas,Hemphill County  Texas
Henderson County,28.6, Texas, Texas,Henderson County  Texas
Hidalgo County,14.3, Texas, Texas,Hidalgo County  Texas
Hill County,24.0, Texas, Texas,Hill County  Texas
Hockley County,20.9, Texas, Texas,Hockley County  Texas
Hood County,24.1, Texas, Texas,Hood County  Texas
Hopkins County,24.8, Texas, Texas,Hopkins County  Texas
Houston County,25.8, Texas, Texas,Houston County  Texas
Howard County,25.2, Texas, Texas,Howard County  Texas
Hudspeth County,20.3, Texas, Texas,Hudspeth County  Texas
Hunt County,25.1, Texas, Texas,Hunt County  Texas
Hutchinson County,25.4, Texas, Texas,Hutchinson County  Texas
Irion County,24.0, Texas, Texas,Irion County  Texas
Jack County,27.3, Texas, Texas,Jack County  Texas
Jackson County,22.6, Texas, Texas,Jackson County  Texas
Jasper County,26.3, Texas, Texas,Jasper County  Texas
Jeff Davis County,17.1, Texas, Texas,Jeff Davis County  Texas
Jefferson County,25.4, Texas, Texas,Jefferson County  Texas
Jim Hogg County,18.4, Texas, Texas,Jim Hogg County  Texas
Jim Wells County,19.7, Texas, Texas,Jim Wells County  Texas
Johnson County,24.6, Texas, Texas,Johnson County  Texas
Jones County,27.3, Texas, Texas,Jones County  Texas
Karnes County,22.9, Texas, Texas,Karnes County  Texas
Kaufman County,23.8, Texas, Texas,Kaufman County  Texas
Kendall County,17.1, Texas, Texas,Kendall County  Texas
Kenedy County,14.0, Texas, Texas,Kenedy County  Texas
Kent County,19.0, Texas, Texas,Kent County  Texas
Kerr County,20.5, Texas, Texas,Kerr County  Texas
Kimble County,22.7, Texas, Texas,Kimble County  Texas
King County,19.2, Texas, Texas,King County  Texas
Kinney County,21.1, Texas, Texas,Kinney County  Texas
Kleberg County,17.4, Texas, Texas,Kleberg County  Texas
Knox County,22.3, Texas, Texas,Knox County  Texas
La Salle County,23.1, Texas, Texas,La Salle County  Texas
Lamar County,26.4, Texas, Texas,Lamar County  Texas
Lamb County,21.6, Texas, Texas,Lamb County  Texas
Lampasas County,22.2, Texas, Texas,Lampasas County  Texas
Lavaca County,22.2, Texas, Texas,Lavaca County  Texas
Lee County,21.9, Texas, Texas,Lee County  Texas
Leon County,24.5, Texas, Texas,Leon County  Texas
Liberty County,29.1, Texas, Texas,Liberty County  Texas
Limestone County,25.2, Texas, Texas,Limestone County  Texas
Lipscomb County,19.7, Texas, Texas,Lipscomb County  Texas
Live Oak County,22.0, Texas, Texas,Live Oak County  Texas
Llano County,25.1, Texas, Texas,Llano County  Texas
Loving County,27.2, Texas, Texas,Loving County  Texas
Lubbock County,22.8, Texas, Texas,Lubbock County  Texas
Lynn County,21.3, Texas, Texas,Lynn County  Texas
Madison County,25.8, Texas, Texas,Madison County  Texas
Marion County,26.7, Texas, Texas,Marion County  Texas
Martin County,22.0, Texas, Texas,Martin County  Texas
Mason County,17.8, Texas, Texas,Mason County  Texas
Matagorda County,23.3, Texas, Texas,Matagorda County  Texas
Maverick County,17.8, Texas, Texas,Maverick County  Texas
McCulloch County,23.1, Texas, Texas,McCulloch County  Texas
McLennan County,22.7, Texas, Texas,McLennan County  Texas
McMullen County,25.8, Texas, Texas,McMullen County  Texas
Medina County,19.0, Texas, Texas,Medina County  Texas
Menard County,22.0, Texas, Texas,Menard County  Texas
Midland County,20.9, Texas, Texas,Midland County  Texas
Milam County,23.6, Texas, Texas,Milam County  Texas
Mills County,21.7, Texas, Texas,Mills County  Texas
Mitchell County,24.6, Texas, Texas,Mitchell County  Texas
Montague County,24.7, Texas, Texas,Montague County  Texas
Montgomery County,21.3, Texas, Texas,Montgomery County  Texas
Moore County,22.4, Texas, Texas,Moore County  Texas
Morris County,24.7, Texas, Texas,Morris County  Texas
Motley County,20.7, Texas, Texas,Motley County  Texas
Nacogdoches County,22.5, Texas, Texas,Nacogdoches County  Texas
Navarro County,24.8, Texas, Texas,Navarro County  Texas
Newton County,27.7, Texas, Texas,Newton County  Texas
Nolan County,23.7, Texas, Texas,Nolan County  Texas
Nueces County,21.2, Texas, Texas,Nueces County  Texas
Ochiltree County,22.4, Texas, Texas,Ochiltree County  Texas
Oldham County,20.5, Texas, Texas,Oldham County  Texas
Orange County,27.8, Texas, Texas,Orange County  Texas
Palo Pinto County,26.4, Texas, Texas,Palo Pinto County  Texas
Panola County,27.5, Texas, Texas,Panola County  Texas
Parker County,22.9, Texas, Texas,Parker County  Texas
Parmer County,20.6, Texas, Texas,Parmer County  Texas
Pecos County,21.3, Texas, Texas,Pecos County  Texas
Polk County,29.4, Texas, Texas,Polk County  Texas
Potter County,27.3, Texas, Texas,Potter County  Texas
Presidio County,15.2, Texas, Texas,Presidio County  Texas
Rains County,27.4, Texas, Texas,Rains County  Texas
Randall County,20.2, Texas, Texas,Randall County  Texas
Reagan County,22.9, Texas, Texas,Reagan County  Texas
Real County,20.8, Texas, Texas,Real County  Texas
Red River County,27.4, Texas, Texas,Red River County  Texas
Reeves County,22.2, Texas, Texas,Reeves County  Texas
Refugio County,21.6, Texas, Texas,Refugio County  Texas
Roberts County,16.3, Texas, Texas,Roberts County  Texas
Robertson County,23.8, Texas, Texas,Robertson County  Texas
Rockwall County,17.6, Texas, Texas,Rockwall County  Texas
Runnels County,24.0, Texas, Texas,Runnels County  Texas
Rusk County,26.2, Texas, Texas,Rusk County  Texas
Sabine County,26.8, Texas, Texas,Sabine County  Texas
San Augustine County,28.8, Texas, Texas,San Augustine County  Texas
San Jacinto County,28.2, Texas, Texas,San Jacinto County  Texas
San Patricio County,21.9, Texas, Texas,San Patricio County  Texas
San Saba County,24.2, Texas, Texas,San Saba County  Texas
Schleicher County,18.7, Texas, Texas,Schleicher County  Texas
Scurry County,23.2, Texas, Texas,Scurry County  Texas
Shackelford County,21.1, Texas, Texas,Shackelford County  Texas
Shelby County,25.4, Texas, Texas,Shelby County  Texas
Sherman County,17.4, Texas, Texas,Sherman County  Texas
Smith County,22.6, Texas, Texas,Smith County  Texas
Somervell County,18.3, Texas, Texas,Somervell County  Texas
Starr County,17.7, Texas, Texas,Starr County  Texas
Stephens County,26.0, Texas, Texas,Stephens County  Texas
Sterling County,18.8, Texas, Texas,Sterling County  Texas
Stonewall County,17.9, Texas, Texas,Stonewall County  Texas
Sutton County,20.1, Texas, Texas,Sutton County  Texas
Swisher County,21.7, Texas, Texas,Swisher County  Texas
Tarrant County,20.3, Texas, Texas,Tarrant County  Texas
Taylor County,22.6, Texas, Texas,Taylor County  Texas
Terrell County,19.7, Texas, Texas,Terrell County  Texas
Terry County,24.7, Texas, Texas,Terry County  Texas
Throckmorton County,22.6, Texas, Texas,Throckmorton County  Texas
Titus County,23.2, Texas, Texas,Titus County  Texas
Tom Green County,23.2, Texas, Texas,Tom Green County  Texas
Travis County,16.6, Texas, Texas,Travis County  Texas
Trinity County,29.6, Texas, Texas,Trinity County  Texas
Tyler County,28.4, Texas, Texas,Tyler County  Texas
Upshur County,25.9, Texas, Texas,Upshur County  Texas
Upton County,20.0, Texas, Texas,Upton County  Texas
Uvalde County,18.6, Texas, Texas,Uvalde County  Texas
Val Verde County,19.3, Texas, Texas,Val Verde County  Texas
Van Zandt County,27.9, Texas, Texas,Van Zandt County  Texas
Victoria County,22.2, Texas, Texas,Victoria County  Texas
Walker County,24.6, Texas, Texas,Walker County  Texas
Waller County,20.8, Texas, Texas,Waller County  Texas
Ward County,24.4, Texas, Texas,Ward County  Texas
Washington County,20.6, Texas, Texas,Washington County  Texas
Webb County,17.0, Texas, Texas,Webb County  Texas
Wharton County,23.0, Texas, Texas,Wharton County  Texas
Wheeler County,20.4, Texas, Texas,Wheeler County  Texas
Wichita County,25.5, Texas, Texas,Wichita County  Texas
Wilbarger County,25.1, Texas, Texas,Wilbarger County  Texas
Willacy County,17.6, Texas, Texas,Willacy County  Texas
Williamson County,15.3, Texas, Texas,Williamson County  Texas
Wilson County,19.5, Texas, Texas,Wilson County  Texas
Winkler County,25.6, Texas, Texas,Winkler County  Texas
Wise County,23.2, Texas, Texas,Wise County  Texas
Wood County,26.2, Texas, Texas,Wood County  Texas
Yoakum County,20.1, Texas, Texas,Yoakum County  Texas
Young County,26.2, Texas, Texas,Young County  Texas
Zapata County,18.4, Texas, Texas,Zapata County  Texas
Zavala County,18.2, Texas, Texas,Zavala County  Texas
Beaver County,21.5, Utah, Utah,Beaver County  Utah
Box Elder County,13.2, Utah, Utah,Box Elder County  Utah
Cache County,9.6, Utah, Utah,Cache County  Utah
Carbon County,19.0, Utah, Utah,Carbon County  Utah
Daggett County,19.4, Utah, Utah,Daggett County  Utah
Davis County,9.3, Utah, Utah,Davis County  Utah
Duchesne County,16.5, Utah, Utah,Duchesne County  Utah
Emery County,19.6, Utah, Utah,Emery County  Utah
Garfield County,18.6, Utah, Utah,Garfield County  Utah
Grand County,20.8, Utah, Utah,Grand County  Utah
Iron County,15.9, Utah, Utah,Iron County  Utah
Juab County,16.9, Utah, Utah,Juab County  Utah
Kane County,15.0, Utah, Utah,Kane County  Utah
Millard County,19.5, Utah, Utah,Millard County  Utah
Morgan County,11.6, Utah, Utah,Morgan County  Utah
Piute County,20.6, Utah, Utah,Piute County  Utah
Rich County,16.6, Utah, Utah,Rich County  Utah
Salt Lake County,13.9, Utah, Utah,Salt Lake County  Utah
San Juan County,22.1, Utah, Utah,San Juan County  Utah
Sanpete County,15.2, Utah, Utah,Sanpete County  Utah
Sevier County,19.7, Utah, Utah,Sevier County  Utah
Summit County,10.5, Utah, Utah,Summit County  Utah
Tooele County,15.7, Utah, Utah,Tooele County  Utah
Uintah County,21.7, Utah, Utah,Uintah County  Utah
Utah County,7.1, Utah, Utah,Utah County  Utah
Wasatch County,9.6, Utah, Utah,Wasatch County  Utah
Washington County,14.3, Utah, Utah,Washington County  Utah
Wayne County,17.0, Utah, Utah,Wayne County  Utah
Weber County,15.6, Utah, Utah,Weber County  Utah
Addison County,17.0, Vermont, Vermont,Addison County  Vermont
Bennington County,21.6, Vermont, Vermont,Bennington County  Vermont
Caledonia County,20.0, Vermont, Vermont,Caledonia County  Vermont
Chittenden County,14.5, Vermont, Vermont,Chittenden County  Vermont
Essex County,22.4, Vermont, Vermont,Essex County  Vermont
Franklin County,21.5, Vermont, Vermont,Franklin County  Vermont
Grand Isle County,17.0, Vermont, Vermont,Grand Isle County  Vermont
Lamoille County,18.1, Vermont, Vermont,Lamoille County  Vermont
Orange County,19.7, Vermont, Vermont,Orange County  Vermont
Orleans County,23.8, Vermont, Vermont,Orleans County  Vermont
Rutland County,21.2, Vermont, Vermont,Rutland County  Vermont
Washington County,18.2, Vermont, Vermont,Washington County  Vermont
Windham County,19.1, Vermont, Vermont,Windham County  Vermont
Windsor County,18.3, Vermont, Vermont,Windsor County  Vermont
Accomack County,23.7, Virginia, Virginia,Accomack County  Virginia
Albemarle County,14.2, Virginia, Virginia,Albemarle County  Virginia
Alexandria City,13.5, Virginia, Virginia,Alexandria City  Virginia
Alleghany County,24.9, Virginia, Virginia,Alleghany County  Virginia
Amelia County,24.6, Virginia, Virginia,Amelia County  Virginia
Amherst County,26.2, Virginia, Virginia,Amherst County  Virginia
Appomattox County,25.2, Virginia, Virginia,Appomattox County  Virginia
Arlington County,11.0, Virginia, Virginia,Arlington County  Virginia
Augusta County/Waynesboro City,23.9, Virginia, Virginia,Augusta County/Waynesboro City  Virginia
Bath County,25.2, Virginia, Virginia,Bath County  Virginia
Bedford County/Bedford City,24.1, Virginia, Virginia,Bedford County/Bedford City  Virginia
Bland County,27.7, Virginia, Virginia,Bland County  Virginia
Botetourt County,22.3, Virginia, Virginia,Botetourt County  Virginia
Bristol City,27.4, Virginia, Virginia,Bristol City  Virginia
Brunswick County,28.9, Virginia, Virginia,Brunswick County  Virginia
Buchanan County,31.1, Virginia, Virginia,Buchanan County  Virginia
Buckingham County,26.3, Virginia, Virginia,Buckingham County  Virginia
Buena Vista City,33.7, Virginia, Virginia,Buena Vista City  Virginia
Campbell County,25.6, Virginia, Virginia,Campbell County  Virginia
Caroline County,23.8, Virginia, Virginia,Caroline County  Virginia
Carroll County,27.1, Virginia, Virginia,Carroll County  Virginia
Charles City County,26.5, Virginia, Virginia,Charles City County  Virginia
Charlotte County,26.6, Virginia, Virginia,Charlotte County  Virginia
Charlottesville City,21.2, Virginia, Virginia,Charlottesville City  Virginia
Chesapeake City,20.0, Virginia, Virginia,Chesapeake City  Virginia
Chesterfield County,18.9, Virginia, Virginia,Chesterfield County  Virginia
Clarke County,19.2, Virginia, Virginia,Clarke County  Virginia
Colonial Heights City,27.6, Virginia, Virginia,Colonial Heights City  Virginia
Covington City,30.6, Virginia, Virginia,Covington City  Virginia
Craig County,24.3, Virginia, Virginia,Craig County  Virginia
Culpeper County,21.5, Virginia, Virginia,Culpeper County  Virginia
Cumberland County,24.5, Virginia, Virginia,Cumberland County  Virginia
Danville City,26.3, Virginia, Virginia,Danville City  Virginia
Dickenson County,30.3, Virginia, Virginia,Dickenson County  Virginia
Dinwiddie County,25.2, Virginia, Virginia,Dinwiddie County  Virginia
Emporia City,28.5, Virginia, Virginia,Emporia City  Virginia
Essex County,24.7, Virginia, Virginia,Essex County  Virginia
Fairfax County/Fairfax City,13.5, Virginia, Virginia,Fairfax County/Fairfax City  Virginia
Falls Church City,10.6, Virginia, Virginia,Falls Church City  Virginia
Fauquier County,19.3, Virginia, Virginia,Fauquier County  Virginia
Floyd County,24.1, Virginia, Virginia,Floyd County  Virginia
Fluvanna County,21.2, Virginia, Virginia,Fluvanna County  Virginia
Franklin County,23.9, Virginia, Virginia,Franklin County  Virginia
Frederick County,22.7, Virginia, Virginia,Frederick County  Virginia
Fredericksburg City,20.9, Virginia, Virginia,Fredericksburg City  Virginia
Galax City,28.7, Virginia, Virginia,Galax City  Virginia
Giles County,26.8, Virginia, Virginia,Giles County  Virginia
Gloucester County,22.6, Virginia, Virginia,Gloucester County  Virginia
Goochland County,18.4, Virginia, Virginia,Goochland County  Virginia
Grayson County,27.6, Virginia, Virginia,Grayson County  Virginia
Greene County,21.9, Virginia, Virginia,Greene County  Virginia
Greensville County,28.1, Virginia, Virginia,Greensville County  Virginia
Halifax County,26.4, Virginia, Virginia,Halifax County  Virginia
Hampton City,23.2, Virginia, Virginia,Hampton City  Virginia
Hanover County,20.1, Virginia, Virginia,Hanover County  Virginia
Harrisonburg City,16.3, Virginia, Virginia,Harrisonburg City  Virginia
Henrico County,19.7, Virginia, Virginia,Henrico County  Virginia
Henry County,27.5, Virginia, Virginia,Henry County  Virginia
Highland County,22.7, Virginia, Virginia,Highland County  Virginia
Hopewell City,31.4, Virginia, Virginia,Hopewell City  Virginia
